name,1,2,3,4,5,6,7,8,9
A01:117,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:118,-10.0913297852545,-10.0913297852545,-10.0913297852545,-10.0913297852545,-10.0913297852545,-10.0913297852545,-10.0913297852545,-10.0913297852545,-10.0913297852545
A01:119,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:12,-6.45057341080583,-6.45057341080583,-6.45057341080583,-6.45057341080583,-6.45057341080583,-6.45057341080583,-6.45057341080583,-6.45057341080583,-6.45057341080583
A01:120,-9.9655824345872,-9.9655824345872,-9.9655824345872,-9.9655824345872,-9.9655824345872,-9.9655824345872,-9.9655824345872,-9.9655824345872,-9.9655824345872
A01:121,-10.1952470186167,-10.1952470186167,-10.1952470186167,-10.1952470186167,-10.1952470186167,-10.1952470186167,-10.1952470186167,-10.1952470186167,-10.1952470186167
A01:122,-9.73183139883745,-9.73183139883745,-9.73183139883745,-9.73183139883745,-9.73183139883745,-9.73183139883745,-9.73183139883745,-9.73183139883745,-9.73183139883745
A01:124,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:125,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:126,-6.98760026272971,-6.98760026272971,-6.98760026272971,-6.98760026272971,-6.98760026272971,-6.98760026272971,-6.98760026272971,-6.98760026272971,-6.98760026272971
A01:127,-8.88919798621879,-8.88919798621879,-8.88919798621879,-8.88919798621879,-8.88919798621879,-8.88919798621879,-8.88919798621879,-8.88919798621879,-8.88919798621879
A01:128,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:129,-10.2143808183019,-10.2143808183019,-10.2143808183019,-10.2143808183019,-10.2143808183019,-10.2143808183019,-10.2143808183019,-10.2143808183019,-10.2143808183019
A01:13,-19.0014632097379,-19.0014632097379,-19.0014632097379,-19.0014632097379,-19.0014632097379,-19.0014632097379,-19.0014632097379,-19.0014632097379,-19.0014632097379
A01:130,-10.2170458532521,-10.2170458532521,-10.2170458532521,-10.2170458532521,-10.2170458532521,-10.2170458532521,-10.2170458532521,-10.2170458532521,-10.2170458532521
A01:131,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:132,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:133,-10.060970156989,-10.060970156989,-10.060970156989,-10.060970156989,-10.060970156989,-10.060970156989,-10.060970156989,-10.060970156989,-10.060970156989
A01:134,-10.1427169783761,-10.1427169783761,-10.1427169783761,-10.1427169783761,-10.1427169783761,-10.1427169783761,-10.1427169783761,-10.1427169783761,-10.1427169783761
A01:135,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:136,-8.57483584480444,-8.57483584480444,-8.57483584480444,-8.57483584480444,-8.57483584480444,-8.57483584480444,-8.57483584480444,-8.57483584480444,-8.57483584480444
A01:137,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:138,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:139,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:14,-10.7237744086129,-10.7237744086129,-10.7237744086129,-10.7237744086129,-10.7237744086129,-10.7237744086129,-10.7237744086129,-10.7237744086129,-10.7237744086129
A01:140,-9.99616096602382,-9.99616096602382,-9.99616096602382,-9.99616096602382,-9.99616096602382,-9.99616096602382,-9.99616096602382,-9.99616096602382,-9.99616096602382
A01:141,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:142,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:143,-9.58501506178289,-9.58501506178289,-9.58501506178289,-9.58501506178289,-9.58501506178289,-9.58501506178289,-9.58501506178289,-9.58501506178289,-9.58501506178289
A01:144,-10.0514934748248,-10.0514934748248,-10.0514934748248,-10.0514934748248,-10.0514934748248,-10.0514934748248,-10.0514934748248,-10.0514934748248,-10.0514934748248
A01:145,-9.08266164290818,-9.08266164290818,-9.08266164290818,-9.08266164290818,-9.08266164290818,-9.08266164290818,-9.08266164290818,-9.08266164290818,-9.08266164290818
A01:146,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:147Q,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:148,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:149,-9.85547668843969,-9.85547668843969,-9.85547668843969,-9.85547668843969,-9.85547668843969,-9.85547668843969,-9.85547668843969,-9.85547668843969,-9.85547668843969
A01:150,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:151,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:152,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:153,-9.58719755511417,-9.58719755511417,-9.58719755511417,-9.58719755511417,-9.58719755511417,-9.58719755511417,-9.58719755511417,-9.58719755511417,-9.58719755511417
A01:154,-9.92412168607804,-9.92412168607804,-9.92412168607804,-9.92412168607804,-9.92412168607804,-9.92412168607804,-9.92412168607804,-9.92412168607804,-9.92412168607804
A01:155,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:156,-7.69165497924712,-7.69165497924712,-7.69165497924712,-7.69165497924712,-7.69165497924712,-7.69165497924712,-7.69165497924712,-7.69165497924712,-7.69165497924712
A01:157,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:158,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:159,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:161,-9.32279997186272,-9.32279997186272,-9.32279997186272,-9.32279997186272,-9.32279997186272,-9.32279997186272,-9.32279997186272,-9.32279997186272,-9.32279997186272
A01:163,-9.15518897543067,-9.15518897543067,-9.15518897543067,-9.15518897543067,-9.15518897543067,-9.15518897543067,-9.15518897543067,-9.15518897543067,-9.15518897543067
A01:164,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:165,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:166,-5.72479689843017,-5.72479689843017,-5.72479689843017,-5.72479689843017,-5.72479689843017,-5.72479689843017,-5.72479689843017,-5.72479689843017,-5.72479689843017
A01:167,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:168,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:169,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:17,-13.9645338444666,-13.9645338444666,-13.9645338444666,-13.9645338444666,-13.9645338444666,-13.9645338444666,-13.9645338444666,-13.9645338444666,-13.9645338444666
A01:170,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:171,-9.31758205011594,-9.31758205011594,-9.31758205011594,-9.31758205011594,-9.31758205011594,-9.31758205011594,-9.31758205011594,-9.31758205011594,-9.31758205011594
A01:172,-6.17036206132506,-6.17036206132506,-6.17036206132506,-6.17036206132506,-6.17036206132506,-6.17036206132506,-6.17036206132506,-6.17036206132506,-6.17036206132506
A01:173,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:174,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:175,-9.99700116568195,-9.99700116568195,-9.99700116568195,-9.99700116568195,-9.99700116568195,-9.99700116568195,-9.99700116568195,-9.99700116568195,-9.99700116568195
A01:176,-19.0068828200272,-19.0068828200272,-19.0068828200272,-19.0068828200272,-19.0068828200272,-19.0068828200272,-19.0068828200272,-19.0068828200272,-19.0068828200272
A01:177,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:180,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:181,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:182,-9.99616096602382,-9.99616096602382,-9.99616096602382,-9.99616096602382,-9.99616096602382,-9.99616096602382,-9.99616096602382,-9.99616096602382,-9.99616096602382
A01:183,-7.28777314023192,-7.28777314023192,-7.28777314023192,-7.28777314023192,-7.28777314023192,-7.28777314023192,-7.28777314023192,-7.28777314023192,-7.28777314023192
A01:184,-12.128008016688,-12.128008016688,-12.128008016688,-12.128008016688,-12.128008016688,-12.128008016688,-12.128008016688,-12.128008016688,-12.128008016688
A01:185,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:187,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:188,-9.25110426659173,-9.25110426659173,-9.25110426659173,-9.25110426659173,-9.25110426659173,-9.25110426659173,-9.25110426659173,-9.25110426659173,-9.25110426659173
A01:189,-10.2290275896077,-10.2290275896077,-10.2290275896077,-10.2290275896077,-10.2290275896077,-10.2290275896077,-10.2290275896077,-10.2290275896077,-10.2290275896077
A01:19,-6.45057341080583,-6.45057341080583,-6.45057341080583,-6.45057341080583,-6.45057341080583,-6.45057341080583,-6.45057341080583,-6.45057341080583,-6.45057341080583
A01:190,-7.95691429095173,-7.95691429095173,-7.95691429095173,-7.95691429095173,-7.95691429095173,-7.95691429095173,-7.95691429095173,-7.95691429095173,-7.95691429095173
A01:191,-11.6876383633391,-11.6876383633391,-11.6876383633391,-11.6876383633391,-11.6876383633391,-11.6876383633391,-11.6876383633391,-11.6876383633391,-11.6876383633391
A01:192,-8.23792589501917,-8.23792589501917,-8.23792589501917,-8.23792589501917,-8.23792589501917,-8.23792589501917,-8.23792589501917,-8.23792589501917,-8.23792589501917
A01:193,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:194,-17.5408183933412,-17.5408183933412,-17.5408183933412,-17.5408183933412,-17.5408183933412,-17.5408183933412,-17.5408183933412,-17.5408183933412,-17.5408183933412
A01:195,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:196,-10.6399120450345,-10.6399120450345,-10.6399120450345,-10.6399120450345,-10.6399120450345,-10.6399120450345,-10.6399120450345,-10.6399120450345,-10.6399120450345
A01:197,-6.86121183377932,-6.86121183377932,-6.86121183377932,-6.86121183377932,-6.86121183377932,-6.86121183377932,-6.86121183377932,-6.86121183377932,-6.86121183377932
A01:198,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:199,-10.1352110717119,-10.1352110717119,-10.1352110717119,-10.1352110717119,-10.1352110717119,-10.1352110717119,-10.1352110717119,-10.1352110717119,-10.1352110717119
A01:20,-9.82693941054984,-9.82693941054984,-9.82693941054984,-9.82693941054984,-9.82693941054984,-9.82693941054984,-9.82693941054984,-9.82693941054984,-9.82693941054984
A01:200,-6.49107989138365,-6.49107989138365,-6.49107989138365,-6.49107989138365,-6.49107989138365,-6.49107989138365,-6.49107989138365,-6.49107989138365,-6.49107989138365
A01:201,-5.46549140582362,-5.46549140582362,-5.46549140582362,-5.46549140582362,-5.46549140582362,-5.46549140582362,-5.46549140582362,-5.46549140582362,-5.46549140582362
A01:202,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:203,-10.5402366265448,-10.5402366265448,-10.5402366265448,-10.5402366265448,-10.5402366265448,-10.5402366265448,-10.5402366265448,-10.5402366265448,-10.5402366265448
A01:204,-8.54383729463036,-8.54383729463036,-8.54383729463036,-8.54383729463036,-8.54383729463036,-8.54383729463036,-8.54383729463036,-8.54383729463036,-8.54383729463036
A01:205,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:206,-10.1233537284723,-10.1233537284723,-10.1233537284723,-10.1233537284723,-10.1233537284723,-10.1233537284723,-10.1233537284723,-10.1233537284723,-10.1233537284723
A01:207,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:208Q,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:21,-6.67323812131535,-6.67323812131535,-6.67323812131535,-6.67323812131535,-6.67323812131535,-6.67323812131535,-6.67323812131535,-6.67323812131535,-6.67323812131535
A01:23,-9.92323816295997,-9.92323816295997,-9.92323816295997,-9.92323816295997,-9.92323816295997,-9.92323816295997,-9.92323816295997,-9.92323816295997,-9.92323816295997
A01:24,-10.2130379983438,-10.2130379983438,-10.2130379983438,-10.2130379983438,-10.2130379983438,-10.2130379983438,-10.2130379983438,-10.2130379983438,-10.2130379983438
A01:25,-8.97706951654706,-8.97706951654706,-8.97706951654706,-8.97706951654706,-8.97706951654706,-8.97706951654706,-8.97706951654706,-8.97706951654706,-8.97706951654706
A01:26,-9.60345641125627,-9.60345641125627,-9.60345641125627,-9.60345641125627,-9.60345641125627,-9.60345641125627,-9.60345641125627,-9.60345641125627,-9.60345641125627
A01:28,-14.9547479179419,-14.9547479179419,-14.9547479179419,-14.9547479179419,-14.9547479179419,-14.9547479179419,-14.9547479179419,-14.9547479179419,-14.9547479179419
A01:29,-10.0045741689625,-10.0045741689625,-10.0045741689625,-10.0045741689625,-10.0045741689625,-10.0045741689625,-10.0045741689625,-10.0045741689625,-10.0045741689625
A01:30,-8.67942276760624,-8.67942276760624,-8.67942276760624,-8.67942276760624,-8.67942276760624,-8.67942276760624,-8.67942276760624,-8.67942276760624,-8.67942276760624
A01:32,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:33,-10.0913297852545,-10.0913297852545,-10.0913297852545,-10.0913297852545,-10.0913297852545,-10.0913297852545,-10.0913297852545,-10.0913297852545,-10.0913297852545
A01:35,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:36,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:37,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:38,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:39,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:40,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:41,-8.22394334889498,-8.22394334889498,-8.22394334889498,-8.22394334889498,-8.22394334889498,-8.22394334889498,-8.22394334889498,-8.22394334889498,-8.22394334889498
A01:42,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:43,-9.41194918855129,-9.41194918855129,-9.41194918855129,-9.41194918855129,-9.41194918855129,-9.41194918855129,-9.41194918855129,-9.41194918855129,-9.41194918855129
A01:44,-10.2143808183019,-10.2143808183019,-10.2143808183019,-10.2143808183019,-10.2143808183019,-10.2143808183019,-10.2143808183019,-10.2143808183019,-10.2143808183019
A01:45,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:46,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:47,-10.1681272055135,-10.1681272055135,-10.1681272055135,-10.1681272055135,-10.1681272055135,-10.1681272055135,-10.1681272055135,-10.1681272055135,-10.1681272055135
A01:48,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:49,-9.9893943548298,-9.9893943548298,-9.9893943548298,-9.9893943548298,-9.9893943548298,-9.9893943548298,-9.9893943548298,-9.9893943548298,-9.9893943548298
A01:50,-10.4076453131763,-10.4076453131763,-10.4076453131763,-10.4076453131763,-10.4076453131763,-10.4076453131763,-10.4076453131763,-10.4076453131763,-10.4076453131763
A01:51,-9.58415785963626,-9.58415785963626,-9.58415785963626,-9.58415785963626,-9.58415785963626,-9.58415785963626,-9.58415785963626,-9.58415785963626,-9.58415785963626
A01:54,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:55,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:58,-9.32279997186272,-9.32279997186272,-9.32279997186272,-9.32279997186272,-9.32279997186272,-9.32279997186272,-9.32279997186272,-9.32279997186272,-9.32279997186272
A01:59,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:60,-9.59392740225459,-9.59392740225459,-9.59392740225459,-9.59392740225459,-9.59392740225459,-9.59392740225459,-9.59392740225459,-9.59392740225459,-9.59392740225459
A01:61,-9.66189640533541,-9.66189640533541,-9.66189640533541,-9.66189640533541,-9.66189640533541,-9.66189640533541,-9.66189640533541,-9.66189640533541,-9.66189640533541
A01:62,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:63,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:64,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:65,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:66,-10.3271988558721,-10.3271988558721,-10.3271988558721,-10.3271988558721,-10.3271988558721,-10.3271988558721,-10.3271988558721,-10.3271988558721,-10.3271988558721
A01:67,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062,-9.91781855267062
A01:68,-9.99422813914782,-9.99422813914782,-9.99422813914782,-9.99422813914782,-9.99422813914782,-9.99422813914782,-9.99422813914782,-9.99422813914782,-9.99422813914782
A01:69,-9.60345641125627,-9.60345641125627,-9.60345641125627,-9.60345641125627,-9.60345641125627,-9.60345641125627,-9.60345641125627,-9.60345641125627,-9.60345641125627
A01:70,-10.2983095659188,-10.2983095659188,-10.2983095659188,-10.2983095659188,-10.2983095659188,-10.2983095659188,-10.2983095659188,-10.2983095659188,-10.2983095659188
A01:71,-9.55302196329476,-9.55302196329476,-9.55302196329476,-9.55302196329476,-9.55302196329476,-9.55302196329476,-9.55302196329476,-9.55302196329476,-9.55302196329476
A01:72,-10.6799444225553,-10.6799444225553,-10.6799444225553,-10.6799444225553,-10.6799444225553,-10.6799444225553,-10.6799444225553,-10.6799444225553,-10.6799444225553
A01:73,-11.4853408512938,-11.4853408512938,-11.4853408512938,-11.4853408512938,-11.4853408512938,-11.4853408512938,-11.4853408512938,-11.4853408512938,-11.4853408512938
